,Star_Rating,Review_Title,Pros,Cons,Review_Title_sentiment_score_normalization,Pros_And_Cons,Pros_And_Cons_sentiment_score_normalization,Review_Title_sentiment_score_vader,Pros_And_Cons_sentiment_score_vader,Review_Title_Flair,Pros_And_Cons_Flair
2364,3.0,Software engineer,great benefit and self time pacing,low raise rate after yearly performance review,0.0,great benefit and self time pacinglow raise rate after yearly performance review,0.2,0.0,0.8,0.9732440114021301,0.9479044079780579
2365,5.0,Fun work. Tons of independence. Great pay,"Pay/compensation is top notch. 
Independence. 
Dev environment is a dream for php devs. 
Variety of tech/products. 
Great benefits (food, gym). 
Same salary in seattle as California.","Very high expectations. 
You need to be a bit of a 3-in-1 printer to do good (not just a dev but also a tester and pm and designer and data eng and data scientist). 
A bit of politics to define goals. 
Growing bigger is tough on culture.",0.5,"Pay/compensation is top notch. 
Independence. 
Dev environment is a dream for php devs. 
Variety of tech/products. 
Great benefits (food, gym). 
Same salary in seattle as California.Very high expectations. 
You need to be a bit of a 3-in-1 printer to do good (not just a dev but also a tester and pm and designer and data eng and data scientist). 
A bit of politics to define goals. 
Growing bigger is tough on culture.",0.14,0.79,0.76,0.9918481111526489,0.9979351758956909
2366,5.0,Fast-paced with lots of freedom,"Independence, fast pace, high impact","Highly performance-focused, which can lead to burnout if you aren't careful",0.5,"Independence, fast pace, high impactHighly performance-focused, which can lead to burnout if you aren't careful",0.2,0.64,-0.11,0.9991135001182556,0.999150276184082
2367,5.0,A corporation for entrepreneurs,"I've been at Facebook for 7 months now as a Product Manager after 3 years as an entrepreneur and a freelance product and growth consultant. I've noticed the following:

1) The company embodies ""move fast"". If you can prove you can create a vision and build momentum for a product and a team, you will be given the reins to move as fast as you can at FB. I've taken a project from 0 to 1 to launch in 4 countries in 4 months.

2) The company embodies ""be bold"". There are no ""small swings"" around here. There might be a lot of incremental work, optimization and tweaking on all fronts but when the company realizes progress needs to be done in an area, it's no holds barred. The big bet I'm currently leading has lead to 2 teams merging and org structures adapting to enable that shift.

3) The company embodies ""be open"" - There is a transparency to the decision making, be it at team level or at management and leadership level I've never encountered before. It's refreshing to be able to ask any question I want to Mark every Friday during the Q&A for instance.","One thing has underwhelmed me and that is that management isn't as available as I wish it would be. For instance, I would have loved the opportunity to meet and learn from higher-ups and more experienced people more often but am unable to find time on their calendars (Still trying though).",0.0,"I've been at Facebook for 7 months now as a Product Manager after 3 years as an entrepreneur and a freelance product and growth consultant. I've noticed the following:

1) The company embodies ""move fast"". If you can prove you can create a vision and build momentum for a product and a team, you will be given the reins to move as fast as you can at FB. I've taken a project from 0 to 1 to launch in 4 countries in 4 months.

2) The company embodies ""be bold"". There are no ""small swings"" around here. There might be a lot of incremental work, optimization and tweaking on all fronts but when the company realizes progress needs to be done in an area, it's no holds barred. The big bet I'm currently leading has lead to 2 teams merging and org structures adapting to enable that shift.

3) The company embodies ""be open"" - There is a transparency to the decision making, be it at team level or at management and leadership level I've never encountered before. It's refreshing to be able to ask any question I want to Mark every Friday during the Q&A for instance.One thing has underwhelmed me and that is that management isn't as available as I wish it would be. For instance, I would have loved the opportunity to meet and learn from higher-ups and more experienced people more often but am unable to find time on their calendars (Still trying though).",0.07,0.0,0.96,0.9901518225669861,0.992697536945343
2368,5.0,Great company for college grads,"The company culture is really great, which is like night and day for productivity.","Employees are younger, generally speaking, than Google, so there's fewer super well-known people.",0.25,"The company culture is really great, which is like night and day for productivity.Employees are younger, generally speaking, than Google, so there's fewer super well-known people.",0.22,0.62,0.9,0.9929478168487549,0.984338104724884
2369,5.0,"Wonderful people, fun work, great culture","Comp, benefits, and perks are incredible.

Company culture is so, so good. I've had two great managers who both have done an excellent job supporting my growth and guiding my career.

It also feels like senior and C-level management really cares about employees. It feels like Facebook the company really tries to support me as a whole person (but be sure to ask for what you need! nobody's a mind reader).

For eng, bootcamp and team selection are such a good idea. I freaking love my team, and I get to own my decision to join that team (rather than some hiring/allocation manager deciding where I get to go).

Very few operational rules/bureaucracy. I can ssh into any machine I need to. If someone's fighting a fire anywhere in the company and I am able to help, I feel like I can always jump in to help. I really like Infra, so being at a big company like FB is super fun.","Oncalls can kill your sleep during your oncall shift if things are noisy overnight

There's a little bit of an ""always on-the-grid"" culture which contributes towards the 4/5 work/life balance, but it's generally not too hard to fight it. Most people who work a lot end up doing it because they're passionate about their work, anyway.",0.67,"Comp, benefits, and perks are incredible.

Company culture is so, so good. I've had two great managers who both have done an excellent job supporting my growth and guiding my career.

It also feels like senior and C-level management really cares about employees. It feels like Facebook the company really tries to support me as a whole person (but be sure to ask for what you need! nobody's a mind reader).

For eng, bootcamp and team selection are such a good idea. I freaking love my team, and I get to own my decision to join that team (rather than some hiring/allocation manager deciding where I get to go).

Very few operational rules/bureaucracy. I can ssh into any machine I need to. If someone's fighting a fire anywhere in the company and I am able to help, I feel like I can always jump in to help. I really like Infra, so being at a big company like FB is super fun.Oncalls can kill your sleep during your oncall shift if things are noisy overnight

There's a little bit of an ""always on-the-grid"" culture which contributes towards the 4/5 work/life balance, but it's generally not too hard to fight it. Most people who work a lot end up doing it because they're passionate about their work, anyway.",0.14,0.9,0.98,0.9899253845214844,0.999381422996521
2370,3.0,Good,very good place to work at so nice,not that i can think of realy so not.,1.0,very good place to work at so nicenot that i can think of realy so not.,0.33,0.44,0.49,0.9313952922821045,0.9945059418678284
2371,5.0,Executive Assistant,Amazingly progressive in so many aspects. Being bold and taking risks while thinking outside of the box are truly appreciated. Feedback is openly given and requested at all levels and incorporated into changes (where warranted) quickly.,"The pace is fast and furious. Onboarding process re: tools available and how to access could be beefed up a bit, but would need to be on a department level to be of significant value.",0.0,"Amazingly progressive in so many aspects. Being bold and taking risks while thinking outside of the box are truly appreciated. Feedback is openly given and requested at all levels and incorporated into changes (where warranted) quickly.The pace is fast and furious. Onboarding process re: tools available and how to access could be beefed up a bit, but would need to be on a department level to be of significant value.",0.13,0.0,0.67,0.991716206073761,0.9995892643928528
2372,5.0,Great!,"It's great working here, there's nowhere else I'd rather be. You are working with very smart people who are energized and believe in the work they are doing. You will be rewarded for doing well, and for the company doing well. You are empowered and encouraged to wield influence and ship products that can literally affect billions of people, no matter what level you are at. There is also a lot of food.","It's really expensive to live around here, and the traffic sucks, so if you want to work in the heart of things in Menlo Park you have to contend with that. And it can be pretty intense, but that's mostly because there really is so much to do, and you will want to go do it!",1.0,"It's great working here, there's nowhere else I'd rather be. You are working with very smart people who are energized and believe in the work they are doing. You will be rewarded for doing well, and for the company doing well. You are empowered and encouraged to wield influence and ship products that can literally affect billions of people, no matter what level you are at. There is also a lot of food.It's really expensive to live around here, and the traffic sucks, so if you want to work in the heart of things in Menlo Park you have to contend with that. And it can be pretty intense, but that's mostly because there really is so much to do, and you will want to go do it!",0.06,0.66,0.9,0.9966586828231812,0.9997569918632507
2373,5.0,Impact like nowhere else,"- Opportunity to build a product that billions of people use around the world
- Great perks (health benefits, food, environment, transport, bonuses)
- Great culture focused on connecting the world.
- Good tools",Using Facebook (the app) will never be the same,0.25,"- Opportunity to build a product that billions of people use around the world
- Great perks (health benefits, food, environment, transport, bonuses)
- Great culture focused on connecting the world.
- Good toolsUsing Facebook (the app) will never be the same",0.19,0.36,0.96,0.9850968718528748,0.9795787334442139
2374,5.0,"Smart, passionate colleagues","- extremely smart people
- remarkably transparent company across orgs and teams","- emphasis on Menlo Park office, remote and international workers are at a disadvantage",0.67,"- extremely smart people
- remarkably transparent company across orgs and teams- emphasis on Menlo Park office, remote and international workers are at a disadvantage",0.12,0.73,0.05,0.9992840886116028,0.9955711960792542
2375,5.0,Facebook,I feel empowered to work on what I care about and generally enabled.,Sometimes the problem set can be a bit narrow because of the target platform.,0.0,I feel empowered to work on what I care about and generally enabled.Sometimes the problem set can be a bit narrow because of the target platform.,0.0,0.0,0.13,-0.8706789612770081,0.9960638880729675
2376,5.0,Good so far,"Perks: Food, good pay, lots of events and technical challenges, smart coworkers, interesting work, lots of different types of tech, cutting edge tech","Compared to most places, there are no real cons to speak of",0.5,"Perks: Food, good pay, lots of events and technical challenges, smart coworkers, interesting work, lots of different types of tech, cutting edge techCompared to most places, there are no real cons to speak of",0.17,0.44,0.67,0.9891672134399414,0.9914340972900391
2377,5.0,Facebook,"Autonomy, Flexibility in Position, Modern Environment.","Sporadic Empathy (out-argued by a first-pass data analysis), Lack of Consistent Training.",0.0,"Autonomy, Flexibility in Position, Modern Environment.Sporadic Empathy (out-argued by a first-pass data analysis), Lack of Consistent Training.",0.13,0.0,0.03,-0.8706789612770081,-0.9990523457527161
2378,5.0,Great place,"Wellness reimbursement, lots of opportunities, interesting work, generous relocation policies, good compensation","I think the greatest con is that HQ is in Menlo Park - living in the surrounding areas is so so expensive and pretty boring if you are young and single or used to city life. Otherwise, you can move to SF which means you end up with a crazy commute.",0.5,"Wellness reimbursement, lots of opportunities, interesting work, generous relocation policies, good compensationI think the greatest con is that HQ is in Menlo Park - living in the surrounding areas is so so expensive and pretty boring if you are young and single or used to city life. Otherwise, you can move to SF which means you end up with a crazy commute.",0.09,0.62,0.95,0.9918233752250671,0.9816346764564514
2379,5.0,Best place to work for on Earth,Flexible hours. High impact projects. Highly talented co-workers. Great perks. Challenging problems that touch billions of lives. Great for getting mentorship.,"There are so many smart people here and you should be willing to self improve yourself constantly. Otherwise, you'll be burned out really fast. You should also be comfortable with taking constructive feedbacks even though they may be delivered to you in a rather aggressive manner.",0.5,"Flexible hours. High impact projects. Highly talented co-workers. Great perks. Challenging problems that touch billions of lives. Great for getting mentorship.There are so many smart people here and you should be willing to self improve yourself constantly. Otherwise, you'll be burned out really fast. You should also be comfortable with taking constructive feedbacks even though they may be delivered to you in a rather aggressive manner.",0.14,0.64,0.97,0.9999018907546997,0.9992056488990784
2380,5.0,"Believe the hype, this is by far the best place I've ever worked","Not even sure where to start. It goes without saying that this company takes GREAT care of its employees, and then some. The work is challenging and super intense, but the positive and collaborative cultre, along with all of the perks/benefits offered, make the intensity much easier to deal with as opposed to any other company I've worked for.

I've been at FB for a bit over four months, but I knew during my interviews (btw these were the hardest interviews I've ever had) that this was the place to be. From application to job offer, it took 6 weeks. When I got the offer, it was so strong that there as no need to negotiate. When I got the job and relocated from NY to CA, the relocation package was was so good I didn't have to raise a finger or spend a dime. Already knew at that point that this company knows how to retain talent.

This place truly rewards merit, courage, and being outspoken. Management is aware enough (at least in my space) to place me in a role that plays to my strengths, and I've enjoyed th freedom to make my role what I want to be. They are very outspoken when you're performing well and are honest about things that need improvement. If you have a good idea that is supported by data and aligns well with the goals of your team or whatever your target population may be, you will find resources or people to join you in your efforts. From hackathons to day-to-day work, this culture permeates every area of the company. 

One thing that strikes me the most is how strong the diverse community (however small) is within this company. There are a lot of resources put towards ERG/FBRG efforts, and as a diverse employee, this means A LOT to me. 

I know the norm is to move around the industry every five years or so, but I don't see myself leaving this company for a long time. In just four months, I feel deeply rooted here, and I intend be here for a while. If you're reading this, there should be no question about applying, interviewing, or accepting an offer. You'll be happy that you made the decision.","This may be limited to my team or my area of the company, but I believe there is an underlying ""me, me, me"" culture at FB. There is a constant need to make your work visible so that others know what you're doing and so that whoever has a similar idea doesn't take the shine before you do. 

Separately, everyone wants to do knock-out work, and at times are secretive about the things that they're working on so that they can have that ""holy crap"" moment when they finally finish and reveal the results of their work. This can result in wasted resources and time since multiple people/small groups coule be working on the same thing without knowing it. Not sure what the solution is, but this at times takes away from collaborative work. I identify it as a con, but I've quickly found myself doing the same thing, and that's just because it's an underlying, unspoken culture at the company.",0.14,"Not even sure where to start. It goes without saying that this company takes GREAT care of its employees, and then some. The work is challenging and super intense, but the positive and collaborative cultre, along with all of the perks/benefits offered, make the intensity much easier to deal with as opposed to any other company I've worked for.

I've been at FB for a bit over four months, but I knew during my interviews (btw these were the hardest interviews I've ever had) that this was the place to be. From application to job offer, it took 6 weeks. When I got the offer, it was so strong that there as no need to negotiate. When I got the job and relocated from NY to CA, the relocation package was was so good I didn't have to raise a finger or spend a dime. Already knew at that point that this company knows how to retain talent.

This place truly rewards merit, courage, and being outspoken. Management is aware enough (at least in my space) to place me in a role that plays to my strengths, and I've enjoyed th freedom to make my role what I want to be. They are very outspoken when you're performing well and are honest about things that need improvement. If you have a good idea that is supported by data and aligns well with the goals of your team or whatever your target population may be, you will find resources or people to join you in your efforts. From hackathons to day-to-day work, this culture permeates every area of the company. 

One thing that strikes me the most is how strong the diverse community (however small) is within this company. There are a lot of resources put towards ERG/FBRG efforts, and as a diverse employee, this means A LOT to me. 

I know the norm is to move around the industry every five years or so, but I don't see myself leaving this company for a long time. In just four months, I feel deeply rooted here, and I intend be here for a while. If you're reading this, there should be no question about applying, interviewing, or accepting an offer. You'll be happy that you made the decision.This may be limited to my team or my area of the company, but I believe there is an underlying ""me, me, me"" culture at FB. There is a constant need to make your work visible so that others know what you're doing and so that whoever has a similar idea doesn't take the shine before you do. 

Separately, everyone wants to do knock-out work, and at times are secretive about the things that they're working on so that they can have that ""holy crap"" moment when they finally finish and reveal the results of their work. This can result in wasted resources and time since multiple people/small groups coule be working on the same thing without knowing it. Not sure what the solution is, but this at times takes away from collaborative work. I identify it as a con, but I've quickly found myself doing the same thing, and that's just because it's an underlying, unspoken culture at the company.",0.09,0.64,1.0,0.990237295627594,0.9997485280036926
2381,5.0,Software Engineer,"reasonable work life balance, free meals, free gym membership",Monoculture. Most employees are young fresh out of college grads. A lot of people move on to different tech companies within 2 -3 years. I'm not sure why there's so much turnover when compensation and perks are good.,0.0,"reasonable work life balance, free meals, free gym membershipMonoculture. Most employees are young fresh out of college grads. A lot of people move on to different tech companies within 2 -3 years. I'm not sure why there's so much turnover when compensation and perks are good.",0.21,0.0,0.87,0.9732440114021301,0.9141902327537537
2382,5.0,Incredible company,No place like it. Move fast and break things. Every day feels like a week. What would you do if you weren't afraid. These are things written on the walls. Most satisfying job I've ever had,None I can think of at this time,0.5,No place like it. Move fast and break things. Every day feels like a week. What would you do if you weren't afraid. These are things written on the walls. Most satisfying job I've ever hadNone I can think of at this time,0.09,0.0,0.73,0.9973738193511963,0.8953384160995483
2383,5.0,Great place,People are great to work with.,Difficult to have good time management,0.5,People are great to work with.Difficult to have good time management,0.29,0.62,0.79,0.9918233752250671,-0.962721049785614
2384,5.0,Great culture. Visionary CEO. Inspiring COO.,Great culture overall. Good benefits. Smart people.,"As the company has grown, the functions have become siloed with less autonomy on decision making.",0.5,"Great culture overall. Good benefits. Smart people.As the company has grown, the functions have become siloed with less autonomy on decision making.",0.25,0.88,0.91,0.9963931441307068,0.7941390872001648
2385,4.0,Great company,"Open culture, Innovation, smart people, great benefits & perks","Big teams, more process in place",0.5,"Open culture, Innovation, smart people, great benefits & perksBig teams, more process in place",0.36,0.62,0.9,0.991626501083374,0.9939802885055542
2386,5.0,Great experience with large tech,"tons of resources, perks, benefits, collaboration and exciting products","lack of transparency, big egos",0.25,"tons of resources, perks, benefits, collaboration and exciting productslack of transparency, big egos",0.2,0.62,0.7,0.9933757185935974,0.9978984594345093
2387,5.0,Great Workplace,Very fun environment to work,A lot of work at the job,0.5,Very fun environment to workA lot of work at the job,0.33,0.62,0.56,0.9918428659439087,0.9874835014343262
2388,5.0,Excellent place to work,"We have ping-pong tables, arcades, free snacks and a lot of entertainment.",Nothing to complain about though.,0.67,"We have ping-pong tables, arcades, free snacks and a lot of entertainment.Nothing to complain about though.",0.0,0.57,0.2,0.993823766708374,0.990839421749115
2389,3.0,Mixed Feelings,"Good benefits, flexible work hours, generally passionate and smart people","Encountered lots of nasty things. Toxic environment, racism, favoritism, etc. Overall not nearly as bad as Uber, but once you are a certain size and you've been there long enough you'll encounter these things. 

Talked to a bunch of people before I left and management issues (incompetency) were very widespread, as fb favors internal promotions over outside hires.",0.0,"Good benefits, flexible work hours, generally passionate and smart peopleEncountered lots of nasty things. Toxic environment, racism, favoritism, etc. Overall not nearly as bad as Uber, but once you are a certain size and you've been there long enough you'll encounter these things. 

Talked to a bunch of people before I left and management issues (incompetency) were very widespread, as fb favors internal promotions over outside hires.",0.07,0.0,0.83,-0.9478765726089478,0.9716330766677856
2390,4.0,It was great.,"great perks and benefits, challenging and positive vibe.","overbearing culture, poor work life balance, hard to escape.",1.0,"great perks and benefits, challenging and positive vibe.overbearing culture, poor work life balance, hard to escape.",-0.07,0.62,0.84,0.9820976853370667,0.9979456067085266
2391,5.0,Web-developer,one of the best places to work,I have no cons. Only pros!,0.0,one of the best places to workI have no cons. Only pros!,0.17,0.0,0.51,0.9822019934654236,0.9993867874145508
2392,5.0,Work Life Balance & Growth,"Work Life Balance
Flexibility 
Tons of Perks
Care for their employees
Awesome review cycles
Logistics of transport are on point
Awesome management
Flexibility",Traffic & Parking is very tight/limited on the main campus in Menlo Park,0.25,"Work Life Balance
Flexibility 
Tons of Perks
Care for their employees
Awesome review cycles
Logistics of transport are on point
Awesome management
FlexibilityTraffic & Parking is very tight/limited on the main campus in Menlo Park",0.12,0.38,0.93,0.9985952973365784,0.9899716377258301
2393,5.0,Work Environment is everything in creating a maximum impact employee,"People are their authentic selves here at FB
Benefits are incredible
CEO COO CFO are approachable and genuine
FB Goal of connecting the world makes work purposeful","Parking is rough due to growth but manageable
Diversity isn't there yet but improving",0.14,"People are their authentic selves here at FB
Benefits are incredible
CEO COO CFO are approachable and genuine
FB Goal of connecting the world makes work purposefulParking is rough due to growth but manageable
Diversity isn't there yet but improving",0.24,0.3,0.74,0.9972732663154602,0.9770526885986328
2394,5.0,Rewarding,Lots of flexibility/responsibility. Well taken care of financially and well fed.,Imposter syndrome is common. Goals are lofty.,1.0,Lots of flexibility/responsibility. Well taken care of financially and well fed.Imposter syndrome is common. Goals are lofty.,0.14,0.53,0.75,0.9967179894447327,0.9962348341941833
2395,4.0,Fantastic company,"Open culture, friendly co-workers, people genuinely trying to do good.",Company is starting to become more and more bureaucratic as it grows.,0.5,"Open culture, friendly co-workers, people genuinely trying to do good.Company is starting to become more and more bureaucratic as it grows.",0.14,0.56,0.49,0.9981185793876648,-0.7065349817276001
2396,5.0,Software Enginner,Excellent Company! Good! Really Good!,No Cons. No Cons. No Cons.,0.0,Excellent Company! Good! Really Good!No Cons. No Cons. No Cons.,0.38,0.0,0.55,0.8277077674865723,0.9953615069389343
2397,5.0,Best Job I've Ever Had,Surrounded by great people. Really interesting work. Amazing amenities. Good values woven into the fabric of the company. Transparent leaders who focus on the right stuff continually.,Some people who have been at Facebook for a while seem to lose perspective about how lucky they are to work at a company like Facebook.,0.33,Surrounded by great people. Really interesting work. Amazing amenities. Good values woven into the fabric of the company. Transparent leaders who focus on the right stuff continually.Some people who have been at Facebook for a while seem to lose perspective about how lucky they are to work at a company like Facebook.,0.34,0.64,0.96,0.9990409016609192,0.9955097436904907
2398,4.0,Design Associate,Awesome hands on learning experience.,Too many memes for my liking,0.0,Awesome hands on learning experience.Too many memes for my liking,0.29,0.0,0.78,0.9983006119728088,0.9941725134849548
2399,5.0,facebook?,best salary ever considering the amount of work done,super busy but rewarding to all,0.0,best salary ever considering the amount of work donesuper busy but rewarding to all,0.33,0.0,0.8,-0.9943733215332031,0.9970548152923584
2400,4.0,Director Corporate Communications,"Challenging, fast-paced, and lots to learn. Great benefits, though some of them seem a bit unnecessary and wasteful (I don't need another free t-shirt every time we move buildings).","The performance review process is very political with no set guidelines for evaluation. If you get along well with your boss and people generally like you, you'll do great. That said, it is very easy for a manager or a co-worker to tank you anonymously and with little evidence.",0.0,"Challenging, fast-paced, and lots to learn. Great benefits, though some of them seem a bit unnecessary and wasteful (I don't need another free t-shirt every time we move buildings).The performance review process is very political with no set guidelines for evaluation. If you get along well with your boss and people generally like you, you'll do great. That said, it is very easy for a manager or a co-worker to tank you anonymously and with little evidence.",0.09,0.0,0.93,0.986318826675415,0.9986709356307983
2401,5.0,Amazing place to learn a lot of stuff,"Really great team.
Amazing perks and swag.
Awesome food and sweets
Chance of learning from the best","Can't think of any cons. May be make more products.
More social sessions.",0.2,"Really great team.
Amazing perks and swag.
Awesome food and sweets
Chance of learning from the bestCan't think of any cons. May be make more products.
More social sessions.",0.21,0.59,0.96,0.9978939890861511,0.9771420359611511
2402,5.0,The best company you can work for!,"I love working with smartest people on the planet and problems at incredible scale. The open culture is a bit shocking at first, but you'll get used to it. 

You are only limited by your own skills and imagination. Having 6 weeks of bootcamp where you just learn how things work and have virtually zero obligations is a great way of on-boarding people. I worked with 4 different teams before deciding what I want to focus on and couldn't be happier.","If you have worked in the industry for a while, it's hard to transition to FB culture. The culture infra teams try really hard to hold your hand, but there is so much they can do.",0.67,"I love working with smartest people on the planet and problems at incredible scale. The open culture is a bit shocking at first, but you'll get used to it. 

You are only limited by your own skills and imagination. Having 6 weeks of bootcamp where you just learn how things work and have virtually zero obligations is a great way of on-boarding people. I worked with 4 different teams before deciding what I want to focus on and couldn't be happier.If you have worked in the industry for a while, it's hard to transition to FB culture. The culture infra teams try really hard to hold your hand, but there is so much they can do.",0.08,0.67,0.88,0.9989655017852783,0.9995102882385254
2403,5.0,"Facebook values my contributions, and my work-life balance/happiness","- Work with smart people that actually care about the world
- Regular Q&A's with amazing leadership (Mark Zuckerberg & Sheryl Sandberg, etc.)
- SO many resources to excel in your job (tools, people, classes, etc.)
- Open culture (I'm very open with my manager and my team) and feedback is always encouraged
- Lots of programs to stay healthy (gym, Health Center, Dentist, Nutritionists, etc.)","- Commute from SF to Menlo Park is far, but the shuttles are really nice and comfortable 
- Teams can be spread out across different offices, which means potential trips to those offices, but also means team culture may vary across offices",0.43,"- Work with smart people that actually care about the world
- Regular Q&A's with amazing leadership (Mark Zuckerberg & Sheryl Sandberg, etc.)
- SO many resources to excel in your job (tools, people, classes, etc.)
- Open culture (I'm very open with my manager and my team) and feedback is always encouraged
- Lots of programs to stay healthy (gym, Health Center, Dentist, Nutritionists, etc.)- Commute from SF to Menlo Park is far, but the shuttles are really nice and comfortable 
- Teams can be spread out across different offices, which means potential trips to those offices, but also means team culture may vary across offices",0.1,0.4,0.96,0.9111186265945435,0.9978058934211731
2404,2.0,Disorganized and malfunctioning. Good only if you like corporate games,"It used to be a fun place to work, but now it feels more like a grind house for thousands of engineers.

- Your work affects millions of people. At least they tell you so.
- Good food and cool campus. So it gives 2nd star.","- Hidden stack ranking. Everybody has to go through half year reviews. Good luck with your manager and your work! Nobody cares what exactly you did or how you did. They look at metrics and your impact, which is a BS term for making people work hard. It's not a product driven company. 
- It's a metrics driven company. You have to compete with recent grads. If you think you can actually make an impact, you're delusional. You're there to oblige your manager. That's it. Metrics, metrics, metrics. If you're behind in metrics, then shame on you! You let down your manager, your team and entire company. It's not any different than what it used to be at IBM or Yahoo and what actually killed those companies.",0.17,"It used to be a fun place to work, but now it feels more like a grind house for thousands of engineers.

- Your work affects millions of people. At least they tell you so.
- Good food and cool campus. So it gives 2nd star.- Hidden stack ranking. Everybody has to go through half year reviews. Good luck with your manager and your work! Nobody cares what exactly you did or how you did. They look at metrics and your impact, which is a BS term for making people work hard. It's not a product driven company. 
- It's a metrics driven company. You have to compete with recent grads. If you think you can actually make an impact, you're delusional. You're there to oblige your manager. That's it. Metrics, metrics, metrics. If you're behind in metrics, then shame on you! You let down your manager, your team and entire company. It's not any different than what it used to be at IBM or Yahoo and what actually killed those companies.",0.06,0.49,0.95,-0.9999709129333496,-0.9999430179595947
2405,4.0,Great company to work for,"Flexible working hours, good perks, really smart can capable team mates.",Rather limited room for career growth after becoming senior.,0.67,"Flexible working hours, good perks, really smart can capable team mates.Rather limited room for career growth after becoming senior.",0.18,0.62,0.88,0.9981180429458618,0.8413655161857605
2406,5.0,The greatest.,"Ever since I joined straight out of college, I've experienced nothing short of greatness at Facebook. The employees are extremely bright. The career opportunities are right in front of me. The CEO truly cares about the world outside of his company.

I'm indebted to Facebook for giving a wide-eyed college grad the opportunity to make an impact in the world around me.","Since I'm straight out of college and have only been at the company around a year, I don't feel any problems with the work/life balance. Maybe down the line when I have a wife and kids, but Facebook is pretty cognizant that maintaining W/L balance is a really big thing in the valley.",1.0,"Ever since I joined straight out of college, I've experienced nothing short of greatness at Facebook. The employees are extremely bright. The career opportunities are right in front of me. The CEO truly cares about the world outside of his company.

I'm indebted to Facebook for giving a wide-eyed college grad the opportunity to make an impact in the world around me.Since I'm straight out of college and have only been at the company around a year, I don't feel any problems with the work/life balance. Maybe down the line when I have a wife and kids, but Facebook is pretty cognizant that maintaining W/L balance is a really big thing in the valley.",0.08,0.64,0.94,0.9995668530464172,0.9957194924354553
2407,5.0,Fabulous Employer,"- Great Pay
- Awesome benefits
- Takes care of employees very well","- If you are a non-engineer then prepare yourself on how to work with them because they rule Facebook and they get paid much much higher.
- If you are in to top down management person then you have to let go of that and learn the bottoms up style.",0.5,"- Great Pay
- Awesome benefits
- Takes care of employees very well- If you are a non-engineer then prepare yourself on how to work with them because they rule Facebook and they get paid much much higher.
- If you are in to top down management person then you have to let go of that and learn the bottoms up style.",0.22,0.53,0.95,0.9902012944221497,0.9874014258384705
2408,1.0,Recruiting's Rejects,"- Benefits are second to none. They give you a lot but they also expect a lot from you as well. 

- The company is innovating and revenue growth is phenomenal. Which means the equity value grows significantly YoY. 

- Comp is good here. Facebook generally overpays a lot of recruiters compared to Google, Amazon, and Microsoft. This could be attributed to desperation because of how difficult it's been to hire recruiters.","- The bar has significantly dropped in recruiting. Because of the hyper growth Facebook is going through they've been forced to hire inexperienced recruiters and also rejects who weren't able to hack it in other top tech companies & start-ups. It used to mean a lot to be a full time recruiter at Facebook. Now it feels like they're giving an offer to anyone with a pulse. Inexperienced recruiters or bad ones can attribute to poor candidate experience and headaches for other recruiters. 

- Performance Reviews many times aren't a true reflection of individual performance. It's a problem that many companies have and Facebook is one of them. 

- The company has become so corporate. It's like you're just another number and the impact you're making is insignificant. 

- Work Life Balance is terrible. In order to be successful here you'll need to work well over 50 hours per week.",-0.5,"- Benefits are second to none. They give you a lot but they also expect a lot from you as well. 

- The company is innovating and revenue growth is phenomenal. Which means the equity value grows significantly YoY. 

- Comp is good here. Facebook generally overpays a lot of recruiters compared to Google, Amazon, and Microsoft. This could be attributed to desperation because of how difficult it's been to hire recruiters.- The bar has significantly dropped in recruiting. Because of the hyper growth Facebook is going through they've been forced to hire inexperienced recruiters and also rejects who weren't able to hack it in other top tech companies & start-ups. It used to mean a lot to be a full time recruiter at Facebook. Now it feels like they're giving an offer to anyone with a pulse. Inexperienced recruiters or bad ones can attribute to poor candidate experience and headaches for other recruiters. 

- Performance Reviews many times aren't a true reflection of individual performance. It's a problem that many companies have and Facebook is one of them. 

- The company has become so corporate. It's like you're just another number and the impact you're making is insignificant. 

- Work Life Balance is terrible. In order to be successful here you'll need to work well over 50 hours per week.",-0.01,-0.49,-0.4,-0.9638251662254333,-0.9998880624771118
2409,3.0,facebook,"free food, transportation benefits, gym reimbursment","meeting intensive culture, politics, changing priorities",0.0,"free food, transportation benefits, gym reimbursmentmeeting intensive culture, politics, changing priorities",0.18,0.0,0.71,-0.8706789612770081,0.8974234461784363
2410,5.0,Finance analyst,"Motivating, Mission-driven, perks (food, gym benefit, laundry, etc), high responsibility, 21 vacation days, unlimited sick days, easy to switch between roles",long commute and long hours,0.0,"Motivating, Mission-driven, perks (food, gym benefit, laundry, etc), high responsibility, 21 vacation days, unlimited sick days, easy to switch between roleslong commute and long hours",0.09,0.0,0.7,0.739840567111969,0.9968677163124084
2411,4.0,Work Review,"- free food
- free transportation",- you are replaceable,0.5,"- free food
- free transportation- you are replaceable",0.6,0.0,0.77,0.946292519569397,0.8645250201225281
2412,5.0,The only career limiting move is not to play.,I do whatever I want all day. Literal dream job.,We're really starting to not hire only rockstars.,0.0,I do whatever I want all day. Literal dream job.We're really starting to not hire only rockstars.,0.1,-0.26,0.32,-0.8437215685844421,0.9970090985298157
